Entry	Entry name	Status	Protein names	Gene names	Organism	Length	EC number
A9A1A0	GSA_NITMS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Nmar_0490	Nitrosopumilus maritimus (strain SCM1)	424	5.4.3.8
Q2Y5Q5	GSA_NITMU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Nmul_A2629	Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71)	425	5.4.3.8
Q5YP79	GSA_NOCFA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL NFA_51600	Nocardia farcinica (strain IFM 10152)	445	5.4.3.8
B2JED5	GSA_PARP8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Bphy_0622	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)	426	5.4.3.8
Q9CNG9	GSA_PASMU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PM0462	Pasteurella multocida (strain Pm70)	427	5.4.3.8
A1ASE9	GSA_PELPD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ppro_2666	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	428	5.4.3.8
A5D3M2	GSA_PELTS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PTH_0979	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	434	5.4.3.8
Q7N845	GSA_PHOLL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL plu0902	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	427	5.4.3.8
Q6LUS3	GSA_PHOPR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PBPRA0529	Photobacterium profundum (strain SS9)	432	5.4.3.8
Q6L2G9	GSA_PICTO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PTO0248	Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828)	420	5.4.3.8
B1XT79	GSA_POLNS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Pnec_0261	Polynucleobacter necessarius subsp. necessarius (strain STIR1)	433	5.4.3.8
Q48DP1	GSA_PSE14	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PSPPH_4384	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	427	5.4.3.8
B7V9D9	GSA_PSEA8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PLES_09981	Pseudomonas aeruginosa (strain LESB58)	427	5.4.3.8
Q02SE5	GSA_PSEAB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PA14_12390	Pseudomonas aeruginosa (strain UCBPP-PA14)	427	5.4.3.8
P48247	GSA_PSEAE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PA3977	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	427	5.4.3.8
B8HBR2	GSA_PSECP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Achl_2485	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	443	5.4.3.8
Q4K5I6	GSA_PSEF5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PFL_5429	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	427	5.4.3.8
A5W9H0	GSA_PSEP1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Pput_4660	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	427	5.4.3.8
Q3K6C0	GSA_PSEPF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Pfl01_4947	Pseudomonas fluorescens (strain Pf0-1)	427	5.4.3.8
B0KJV9	GSA_PSEPG	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PputGB1_4838	Pseudomonas putida (strain GB-1)	427	5.4.3.8
A1ST92	GSA_PSYIN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ping_0865	Psychromonas ingrahamii (strain 37)	425	5.4.3.8
Q8ZYW1	GSA_PYRAE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PAE0594	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	423	5.4.3.8
Q8Y1M4	GSA_RALSO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL RSc0666	Ralstonia solanacearum (strain GMI1000) (Pseudomonas solanacearum)	433	5.4.3.8
C0ZUX9	GSA_RHOE4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL RER_16660	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	432	5.4.3.8
Q1AUK6	GSA_RUBXD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Rxyl_1975	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)	439	5.4.3.8
B5F8R5	GSA_SALA4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SeAg_B0239	Salmonella agona (strain SL483)	426	5.4.3.8
B5FJ01	GSA_SALDC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SeD_A0221	Salmonella dublin (strain CT_02021853)	426	5.4.3.8
B5R3G6	GSA_SALEP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SEN0207	Salmonella enteritidis PT4 (strain P125109)	426	5.4.3.8
B5RHE0	GSA_SALG2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SG0206	Salmonella gallinarum (strain 287/91 / NCTC 13346)	426	5.4.3.8
A9N0P9	GSA_SALPB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SPAB_00259	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	426	5.4.3.8
B5BL82	GSA_SALPK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SSPA0201	Salmonella paratyphi A (strain AKU_12601)	426	5.4.3.8
Q8Z9B4	GSA_SALTI	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL STY0223 t0203	Salmonella typhi	426	5.4.3.8
A8G9U7	GSA_SERP5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Spro_0781	Serratia proteamaculans (strain 568)	429	5.4.3.8
A1S3U0	GSA_SHEAM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sama_0839	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	427	5.4.3.8
B8EBU3	GSA_SHEB2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sbal223_3153	Shewanella baltica (strain OS223)	430	5.4.3.8
A3D1R5	GSA_SHEB5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sbal_1159	Shewanella baltica (strain OS155 / ATCC BAA-1091)	430	5.4.3.8
A9L5J5	GSA_SHEB9	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sbal195_1237	Shewanella baltica (strain OS195)	430	5.4.3.8
Q12KC8	GSA_SHEDO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sden_2819	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013)	433	5.4.3.8
Q07YU5	GSA_SHEFN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sfri_2980	Shewanella frigidimarina (strain NCIMB 400)	428	5.4.3.8
B0TIQ0	GSA_SHEHH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Shal_1021	Shewanella halifaxensis (strain HAW-EB4)	429	5.4.3.8
A3QBN5	GSA_SHELP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Shew_1012	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	428	5.4.3.8
Q8EHC8	GSA_SHEON	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SO_1300	Shewanella oneidensis (strain MR-1)	430	5.4.3.8
A8H164	GSA_SHEPA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Spea_0974	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	429	5.4.3.8
A4Y4G4	GSA_SHEPC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sputcn32_1119	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	430	5.4.3.8
B8CJG4	GSA_SHEPW	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL swp_1129	Shewanella piezotolerans (strain WP3 / JCM 13877)	429	5.4.3.8
A0KZS6	GSA_SHESA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Shewana3_3071	Shewanella sp. (strain ANA-3)	430	5.4.3.8
A8FS76	GSA_SHESH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ssed_1088	Shewanella sediminis (strain HAW-EB3)	428	5.4.3.8
Q0HG53	GSA_SHESM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Shewmr4_2893	Shewanella sp. (strain MR-4)	430	5.4.3.8
Q0HSE6	GSA_SHESR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Shewmr7_2975	Shewanella sp. (strain MR-7)	430	5.4.3.8
A1RMG7	GSA_SHESW	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Sputw3181_3045	Shewanella sp. (strain W3-18-1)	430	5.4.3.8
B1KHF6	GSA_SHEWM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Swoo_1171	Shewanella woodyi (strain ATCC 51908 / MS32)	428	5.4.3.8
B7JNG6	GSA1_BACC0	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 BCAH820_0514	Bacillus cereus (strain AH820)	434	5.4.3.8
Q73DX4	GSA1_BACC1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 BCE_0586	Bacillus cereus (strain ATCC 10987 / NRS 248)	434	5.4.3.8
B7H9S6	GSA1_BACC4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 BCB4264_A0536	Bacillus cereus (strain B4264)	432	5.4.3.8
A7GL00	GSA1_BACCN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 Bcer98_0453	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	432	5.4.3.8
A7Z2N8	GSA1_BACVZ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 RBAM_008800	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	429	5.4.3.8
C0Z671	GSA1_BREBN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 BBR47_10510	Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599)	428	5.4.3.8
C4L367	GSA1_EXISA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 EAT1b_2420	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)	432	5.4.3.8
C1KVK0	GSA1_LISMC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 Lm4b_01564	Listeria monocytogenes serotype 4b (strain CLIP80459)	429	5.4.3.8
B9E740	GSA1_MACCJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 MCCL_1301	Macrococcus caseolyticus (strain JCSC5402)	427	5.4.3.8
A7X388	GSA1_STAA1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SAHV_1654	Staphylococcus aureus (strain Mu3 / ATCC 700698)	428	5.4.3.8
Q2FG69	GSA1_STAA3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SAUSA300_1614	Staphylococcus aureus (strain USA300)	428	5.4.3.8
A6QHK1	GSA1_STAAE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 NWMN_1561	Staphylococcus aureus (strain Newman)	428	5.4.3.8
Q5HNN6	GSA1_STAEQ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SERP1231	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	427	5.4.3.8
B7JQ54	GSA2_BACC0	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 BCAH820_4548	Bacillus cereus (strain AH820)	429	5.4.3.8
Q633Y3	GSA2_BACCZ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 BCE33L4205	Bacillus cereus (strain ZK / E33L)	429	5.4.3.8
Q6HD65	GSA2_BACHK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 BT9727_4194	Bacillus thuringiensis subsp. konkukian (strain 97-27)	429	5.4.3.8
Q5WEP8	GSA2_BACSK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 ABC2627	Bacillus clausii (strain KSM-K16)	430	5.4.3.8
C4L4J9	GSA2_EXISA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 EAT1b_2646	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)	434	5.4.3.8
A4IRG2	GSA2_GEOTN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 GTNG_2571	Geobacillus thermodenitrificans (strain NG80-2)	429	5.4.3.8
Q92AX5	GSA2_LISIN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 gsaB lin1793	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	432	5.4.3.8
Q8Y6J9	GSA2_LISMO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 gsaB lmo1685	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	432	5.4.3.8
B1HVD3	GSA2_LYSSC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 Bsph_3967	Lysinibacillus sphaericus (strain C3-41)	430	5.4.3.8
Q8CZE3	GSA2_OCEIH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 OB2065	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	428	5.4.3.8
Q2YU22	GSA2_STAAB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 gsaB SAB1797	Staphylococcus aureus (strain bovine RF122 / ET3-1)	429	5.4.3.8
Q99T15	GSA2_STAAM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 gsaB SAV1864	Staphylococcus aureus (strain Mu50 / ATCC 700699)	429	5.4.3.8
Q5HN71	GSA2_STAEQ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 gsaB SERP1401	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	429	5.4.3.8
Q4L706	GSA2_STAHJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 SH1260	Staphylococcus haemolyticus (strain JCSC1435)	427	5.4.3.8
Q49Y99	GSA2_STAS1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 SSP1097	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	427	5.4.3.8
P71084	GSAB_BACSU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	gsaB BSU08710	Bacillus subtilis (strain 168)	429	5.4.3.8
Q6FCY1	GSA_ACIAD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ACIAD1201	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	432	5.4.3.8
B9MF68	GSA_ACIET	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Dtpsy_2904	Acidovorax ebreus (strain TPSY) (Diaphorobacter sp. (strain TPSY))	434	5.4.3.8
A0KNY9	GSA_AERHH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL AHA_3520	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240)	428	5.4.3.8
Q9Y9I9	GSA_AERPE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL APE_2299.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	429	5.4.3.8
A4SJ79	GSA_AERS4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ASA_0797	Aeromonas salmonicida (strain A449)	428	5.4.3.8
Q5E2W6	GSA_ALIF1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL VF_2135	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	431	5.4.3.8
B5FAL8	GSA_ALIFM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL VFMJ11_2243	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	431	5.4.3.8
Q0AAH7	GSA_ALKEH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mlg_0806	Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1)	429	5.4.3.8
A6TJD8	GSA_ALKMQ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Amet_0063	Alkaliphilus metalliredigens (strain QYMF)	440	5.4.3.8
O29027	GSA_ARCFU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL AF_1241	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	418	5.4.3.8
Q5P6J6	GSA_AROAE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL AZOSEA09400 ebA1743	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	427	5.4.3.8
A1KB59	GSA_AZOSB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL azo3449	Azoarcus sp. (strain BH72)	424	5.4.3.8
A9I1R3	GSA_BORPD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Bpet0557	Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448)	427	5.4.3.8
